RUN	BearStrengthSimulation	bearstrengthsimulation	1562681536126	 	3.1.2
USER	Buying Tickets	157	START	1562681537571	1562681537571
USER	Buying Tickets	158	START	1562681537571	1562681537571
USER	Buying Tickets	159	START	1562681537571	1562681537571
USER	Buying Tickets	143	START	1562681537567	1562681537567
USER	Buying Tickets	160	START	1562681537572	1562681537572
USER	Buying Tickets	161	START	1562681537572	1562681537572
USER	Buying Tickets	163	START	1562681537572	1562681537572
USER	Buying Tickets	17	START	1562681537480	1562681537480
USER	Buying Tickets	162	START	1562681537572	1562681537572
USER	Buying Tickets	164	START	1562681537573	1562681537573
USER	Buying Tickets	165	START	1562681537573	1562681537573
USER	Buying Tickets	166	START	1562681537573	1562681537573
USER	Buying Tickets	168	START	1562681537573	1562681537573
USER	Buying Tickets	167	START	1562681537573	1562681537573
USER	Buying Tickets	169	START	1562681537573	1562681537573
USER	Buying Tickets	170	START	1562681537573	1562681537573
USER	Buying Tickets	171	START	1562681537574	1562681537574
USER	Buying Tickets	172	START	1562681537574	1562681537574
USER	Buying Tickets	173	START	1562681537574	1562681537574
USER	Buying Tickets	175	START	1562681537574	1562681537574
USER	Buying Tickets	174	START	1562681537574	1562681537574
USER	Buying Tickets	30	START	1562681537538	1562681537538
USER	Buying Tickets	10	START	1562681537475	1562681537475
USER	Buying Tickets	2	START	1562681537474	1562681537474
USER	Buying Tickets	19	START	1562681537483	1562681537483
USER	Buying Tickets	23	START	1562681537489	1562681537489
USER	Buying Tickets	24	START	1562681537506	1562681537506
USER	Buying Tickets	181	START	1562681537576	1562681537576
USER	Buying Tickets	182	START	1562681537576	1562681537576
USER	Buying Tickets	180	START	1562681537576	1562681537576
USER	Buying Tickets	183	START	1562681537576	1562681537576
USER	Buying Tickets	9	START	1562681537475	1562681537475
USER	Buying Tickets	130	START	1562681537558	1562681537558
USER	Buying Tickets	139	START	1562681537563	1562681537563
USER	Buying Tickets	176	START	1562681537574	1562681537574
USER	Buying Tickets	189	START	1562681537577	1562681537577
USER	Buying Tickets	179	START	1562681537575	1562681537575
USER	Buying Tickets	177	START	1562681537575	1562681537575
USER	Buying Tickets	178	START	1562681537575	1562681537575
USER	Buying Tickets	135	START	1562681537560	1562681537560
USER	Buying Tickets	190	START	1562681537578	1562681537578
USER	Buying Tickets	191	START	1562681537578	1562681537578
USER	Buying Tickets	193	START	1562681537578	1562681537578
USER	Buying Tickets	195	START	1562681537578	1562681537578
USER	Buying Tickets	194	START	1562681537578	1562681537578
USER	Buying Tickets	197	START	1562681537579	1562681537579
USER	Buying Tickets	198	START	1562681537579	1562681537579
USER	Buying Tickets	199	START	1562681537579	1562681537579
USER	Buying Tickets	200	START	1562681537579	1562681537579
USER	Buying Tickets	192	START	1562681537578	1562681537578
USER	Buying Tickets	201	START	1562681537579	1562681537579
USER	Buying Tickets	202	START	1562681537579	1562681537579
USER	Buying Tickets	203	START	1562681537579	1562681537579
USER	Buying Tickets	204	START	1562681537579	1562681537579
USER	Buying Tickets	207	START	1562681537580	1562681537580
USER	Buying Tickets	206	START	1562681537580	1562681537580
USER	Buying Tickets	208	START	1562681537580	1562681537580
USER	Buying Tickets	205	START	1562681537579	1562681537579
USER	Buying Tickets	209	START	1562681537580	1562681537580
USER	Buying Tickets	196	START	1562681537578	1562681537578
USER	Buying Tickets	210	START	1562681537580	1562681537580
USER	Buying Tickets	211	START	1562681537580	1562681537580
USER	Buying Tickets	212	START	1562681537580	1562681537580
USER	Buying Tickets	213	START	1562681537580	1562681537580
USER	Buying Tickets	214	START	1562681537580	1562681537580
USER	Buying Tickets	215	START	1562681537580	1562681537580
USER	Buying Tickets	216	START	1562681537580	1562681537580
USER	Buying Tickets	218	START	1562681537580	1562681537580
USER	Buying Tickets	217	START	1562681537580	1562681537580
USER	Buying Tickets	219	START	1562681537581	1562681537581
USER	Buying Tickets	16	START	1562681537479	1562681537479
USER	Buying Tickets	220	START	1562681537581	1562681537581
USER	Buying Tickets	221	START	1562681537581	1562681537581
USER	Buying Tickets	224	START	1562681537581	1562681537581
USER	Buying Tickets	223	START	1562681537581	1562681537581
USER	Buying Tickets	226	START	1562681537581	1562681537581
USER	Buying Tickets	227	START	1562681537581	1562681537581
USER	Buying Tickets	228	START	1562681537581	1562681537581
USER	Buying Tickets	229	START	1562681537581	1562681537581
USER	Buying Tickets	230	START	1562681537582	1562681537582
USER	Buying Tickets	232	START	1562681537582	1562681537582
USER	Buying Tickets	231	START	1562681537582	1562681537582
USER	Buying Tickets	233	START	1562681537582	1562681537582
USER	Buying Tickets	234	START	1562681537582	1562681537582
USER	Buying Tickets	235	START	1562681537582	1562681537582
USER	Buying Tickets	236	START	1562681537582	1562681537582
USER	Buying Tickets	237	START	1562681537582	1562681537582
USER	Buying Tickets	238	START	1562681537582	1562681537582
USER	Buying Tickets	240	START	1562681537582	1562681537582
USER	Buying Tickets	241	START	1562681537582	1562681537582
USER	Buying Tickets	242	START	1562681537583	1562681537583
USER	Buying Tickets	243	START	1562681537583	1562681537583
USER	Buying Tickets	239	START	1562681537582	1562681537582
USER	Buying Tickets	244	START	1562681537583	1562681537583
USER	Buying Tickets	245	START	1562681537583	1562681537583
USER	Buying Tickets	247	START	1562681537583	1562681537583
USER	Buying Tickets	248	START	1562681537583	1562681537583
USER	Buying Tickets	246	START	1562681537583	1562681537583
USER	Buying Tickets	249	START	1562681537583	1562681537583
USER	Buying Tickets	250	START	1562681537583	1562681537583
USER	Buying Tickets	251	START	1562681537583	1562681537583
USER	Buying Tickets	252	START	1562681537584	1562681537584
USER	Buying Tickets	253	START	1562681537584	1562681537584
USER	Buying Tickets	254	START	1562681537584	1562681537584
USER	Buying Tickets	256	START	1562681537584	1562681537584
USER	Buying Tickets	255	START	1562681537584	1562681537584
USER	Buying Tickets	225	START	1562681537581	1562681537581
USER	Buying Tickets	259	START	1562681537584	1562681537584
USER	Buying Tickets	260	START	1562681537584	1562681537584
USER	Buying Tickets	222	START	1562681537581	1562681537581
USER	Buying Tickets	257	START	1562681537584	1562681537584
USER	Buying Tickets	264	START	1562681537585	1562681537585
USER	Buying Tickets	265	START	1562681537585	1562681537585
USER	Buying Tickets	127	START	1562681537557	1562681537557
USER	Buying Tickets	262	START	1562681537585	1562681537585
USER	Buying Tickets	266	START	1562681537585	1562681537585
USER	Buying Tickets	137	START	1562681537561	1562681537561
USER	Buying Tickets	138	START	1562681537562	1562681537562
USER	Buying Tickets	104	START	1562681537553	1562681537553
USER	Buying Tickets	261	START	1562681537585	1562681537585
USER	Buying Tickets	136	START	1562681537561	1562681537561
USER	Buying Tickets	273	START	1562681537586	1562681537586
USER	Buying Tickets	275	START	1562681537586	1562681537586
USER	Buying Tickets	277	START	1562681537586	1562681537586
USER	Buying Tickets	268	START	1562681537585	1562681537585
USER	Buying Tickets	279	START	1562681537587	1562681537587
USER	Buying Tickets	278	START	1562681537586	1562681537586
USER	Buying Tickets	280	START	1562681537587	1562681537587
USER	Buying Tickets	281	START	1562681537587	1562681537587
USER	Buying Tickets	282	START	1562681537587	1562681537587
USER	Buying Tickets	283	START	1562681537587	1562681537587
USER	Buying Tickets	284	START	1562681537587	1562681537587
USER	Buying Tickets	285	START	1562681537587	1562681537587
USER	Buying Tickets	286	START	1562681537587	1562681537587
USER	Buying Tickets	287	START	1562681537587	1562681537587
USER	Buying Tickets	288	START	1562681537588	1562681537588
USER	Buying Tickets	289	START	1562681537588	1562681537588
USER	Buying Tickets	269	START	1562681537585	1562681537585
USER	Buying Tickets	290	START	1562681537588	1562681537588
USER	Buying Tickets	291	START	1562681537588	1562681537588
USER	Buying Tickets	292	START	1562681537588	1562681537588
USER	Buying Tickets	295	START	1562681537588	1562681537588
USER	Buying Tickets	294	START	1562681537588	1562681537588
USER	Buying Tickets	296	START	1562681537588	1562681537588
USER	Buying Tickets	297	START	1562681537588	1562681537588
USER	Buying Tickets	298	START	1562681537589	1562681537589
USER	Buying Tickets	299	START	1562681537589	1562681537589
USER	Buying Tickets	301	START	1562681537589	1562681537589
USER	Buying Tickets	300	START	1562681537589	1562681537589
USER	Buying Tickets	302	START	1562681537589	1562681537589
USER	Buying Tickets	293	START	1562681537588	1562681537588
USER	Buying Tickets	303	START	1562681537589	1562681537589
USER	Buying Tickets	304	START	1562681537589	1562681537589
USER	Buying Tickets	305	START	1562681537589	1562681537589
USER	Buying Tickets	267	START	1562681537585	1562681537585
USER	Buying Tickets	306	START	1562681537590	1562681537590
USER	Buying Tickets	307	START	1562681537590	1562681537590
USER	Buying Tickets	310	START	1562681537590	1562681537590
USER	Buying Tickets	308	START	1562681537590	1562681537590
USER	Buying Tickets	309	START	1562681537590	1562681537590
USER	Buying Tickets	312	START	1562681537590	1562681537590
USER	Buying Tickets	313	START	1562681537590	1562681537590
USER	Buying Tickets	314	START	1562681537590	1562681537590
USER	Buying Tickets	316	START	1562681537590	1562681537590
USER	Buying Tickets	315	START	1562681537590	1562681537590
USER	Buying Tickets	318	START	1562681537590	1562681537590
USER	Buying Tickets	317	START	1562681537590	1562681537590
USER	Buying Tickets	319	START	1562681537590	1562681537590
USER	Buying Tickets	321	START	1562681537591	1562681537591
USER	Buying Tickets	320	START	1562681537591	1562681537591
USER	Buying Tickets	323	START	1562681537591	1562681537591
USER	Buying Tickets	324	START	1562681537591	1562681537591
USER	Buying Tickets	322	START	1562681537591	1562681537591
USER	Buying Tickets	325	START	1562681537591	1562681537591
USER	Buying Tickets	326	START	1562681537591	1562681537591
USER	Buying Tickets	327	START	1562681537592	1562681537592
USER	Buying Tickets	329	START	1562681537592	1562681537592
USER	Buying Tickets	332	START	1562681537592	1562681537592
USER	Buying Tickets	331	START	1562681537592	1562681537592
USER	Buying Tickets	333	START	1562681537592	1562681537592
USER	Buying Tickets	330	START	1562681537592	1562681537592
USER	Buying Tickets	263	START	1562681537585	1562681537585
USER	Buying Tickets	335	START	1562681537592	1562681537592
USER	Buying Tickets	337	START	1562681537592	1562681537592
USER	Buying Tickets	336	START	1562681537592	1562681537592
USER	Buying Tickets	328	START	1562681537592	1562681537592
USER	Buying Tickets	338	START	1562681537593	1562681537593
USER	Buying Tickets	339	START	1562681537593	1562681537593
USER	Buying Tickets	340	START	1562681537593	1562681537593
USER	Buying Tickets	341	START	1562681537593	1562681537593
USER	Buying Tickets	342	START	1562681537593	1562681537593
USER	Buying Tickets	344	START	1562681537593	1562681537593
USER	Buying Tickets	343	START	1562681537593	1562681537593
USER	Buying Tickets	334	START	1562681537592	1562681537592
USER	Buying Tickets	349	START	1562681537594	1562681537594
USER	Buying Tickets	346	START	1562681537594	1562681537594
USER	Buying Tickets	351	START	1562681537594	1562681537594
USER	Buying Tickets	350	START	1562681537594	1562681537594
USER	Buying Tickets	311	START	1562681537590	1562681537590
USER	Buying Tickets	352	START	1562681537594	1562681537594
USER	Buying Tickets	354	START	1562681537594	1562681537594
USER	Buying Tickets	353	START	1562681537594	1562681537594
USER	Buying Tickets	355	START	1562681537595	1562681537595
USER	Buying Tickets	356	START	1562681537595	1562681537595
USER	Buying Tickets	357	START	1562681537595	1562681537595
USER	Buying Tickets	359	START	1562681537595	1562681537595
USER	Buying Tickets	360	START	1562681537595	1562681537595
USER	Buying Tickets	361	START	1562681537595	1562681537595
USER	Buying Tickets	362	START	1562681537595	1562681537595
USER	Buying Tickets	364	START	1562681537595	1562681537595
USER	Buying Tickets	345	START	1562681537593	1562681537593
USER	Buying Tickets	276	START	1562681537586	1562681537586
USER	Buying Tickets	365	START	1562681537596	1562681537596
USER	Buying Tickets	368	START	1562681537596	1562681537596
USER	Buying Tickets	348	START	1562681537594	1562681537594
USER	Buying Tickets	369	START	1562681537596	1562681537596
USER	Buying Tickets	367	START	1562681537596	1562681537596
USER	Buying Tickets	371	START	1562681537597	1562681537597
USER	Buying Tickets	372	START	1562681537597	1562681537597
USER	Buying Tickets	373	START	1562681537597	1562681537597
USER	Buying Tickets	374	START	1562681537597	1562681537597
USER	Buying Tickets	375	START	1562681537597	1562681537597
USER	Buying Tickets	370	START	1562681537597	1562681537597
USER	Buying Tickets	358	START	1562681537595	1562681537595
USER	Buying Tickets	378	START	1562681537598	1562681537598
USER	Buying Tickets	272	START	1562681537586	1562681537586
USER	Buying Tickets	347	START	1562681537594	1562681537594
USER	Buying Tickets	379	START	1562681537598	1562681537598
USER	Buying Tickets	381	START	1562681537598	1562681537598
USER	Buying Tickets	380	START	1562681537598	1562681537598
USER	Buying Tickets	383	START	1562681537598	1562681537598
USER	Buying Tickets	377	START	1562681537597	1562681537597
USER	Buying Tickets	385	START	1562681537598	1562681537598
USER	Buying Tickets	388	START	1562681537599	1562681537599
USER	Buying Tickets	387	START	1562681537599	1562681537599
USER	Buying Tickets	363	START	1562681537595	1562681537595
USER	Buying Tickets	390	START	1562681537599	1562681537599
USER	Buying Tickets	389	START	1562681537599	1562681537599
USER	Buying Tickets	274	START	1562681537586	1562681537586
USER	Buying Tickets	392	START	1562681537599	1562681537599
USER	Buying Tickets	393	START	1562681537599	1562681537599
USER	Buying Tickets	382	START	1562681537598	1562681537598
USER	Buying Tickets	394	START	1562681537599	1562681537599
USER	Buying Tickets	271	START	1562681537586	1562681537586
USER	Buying Tickets	395	START	1562681537600	1562681537600
USER	Buying Tickets	397	START	1562681537600	1562681537600
USER	Buying Tickets	400	START	1562681537600	1562681537600
USER	Buying Tickets	270	START	1562681537586	1562681537586
USER	Buying Tickets	386	START	1562681537598	1562681537598
USER	Buying Tickets	391	START	1562681537599	1562681537599
USER	Buying Tickets	399	START	1562681537600	1562681537600
USER	Buying Tickets	396	START	1562681537600	1562681537600
USER	Buying Tickets	384	START	1562681537598	1562681537598
USER	Buying Tickets	134	START	1562681537560	1562681537560
USER	Buying Tickets	258	START	1562681537584	1562681537584
USER	Buying Tickets	22	START	1562681537487	1562681537487
USER	Buying Tickets	187	START	1562681537577	1562681537577
USER	Buying Tickets	184	START	1562681537577	1562681537577
USER	Buying Tickets	185	START	1562681537577	1562681537577
USER	Buying Tickets	188	START	1562681537577	1562681537577
USER	Buying Tickets	186	START	1562681537577	1562681537577
USER	Buying Tickets	398	START	1562681537600	1562681537600
USER	Buying Tickets	366	START	1562681537596	1562681537596
USER	Buying Tickets	376	START	1562681537597	1562681537597
REQUEST	59		getRemainingSeats	1562681537544	1562681537657	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Connection reset by peer: localhost/127.0.0.1:3000
REQUEST	257		getRemainingSeats	1562681537585	1562681537661	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Connection reset by peer: localhost/127.0.0.1:3000
REQUEST	140		getRemainingSeats	1562681537566	1562681537658	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Connection reset by peer: localhost/127.0.0.1:3000
REQUEST	110		getRemainingSeats	1562681537555	1562681537662	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Connection reset by peer: localhost/127.0.0.1:3000
REQUEST	341		getRemainingSeats	1562681537594	1562681537666	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Connection reset by peer: localhost/127.0.0.1:3000
REQUEST	307		getRemainingSeats	1562681537590	1562681537666	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Connection reset by peer: localhost/127.0.0.1:3000
REQUEST	90		getRemainingSeats	1562681537550	1562681537656	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Connection reset by peer: localhost/127.0.0.1:3000
REQUEST	121		getRemainingSeats	1562681537557	1562681537653	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Connection reset by peer: localhost/127.0.0.1:3000
ERROR	book: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537686
ERROR	book: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537686
ERROR	confirm: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537687
ERROR	confirm: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537687
ERROR	book: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537687
ERROR	confirm: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537688
ERROR	book: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537688
ERROR	book: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537689
ERROR	book: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537689
ERROR	book: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537689
ERROR	confirm: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537689
ERROR	confirm: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537689
ERROR	confirm: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537689
ERROR	confirm: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537690
ERROR	book: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537690
ERROR	confirm: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537691
USER	Buying Tickets	59	END	1562681537544	1562681537695
USER	Buying Tickets	121	END	1562681537556	1562681537695
REQUEST	153		getRemainingSeats	1562681537570	1562681537695	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Connection reset by peer: localhost/127.0.0.1:3000
ERROR	book: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537697
REQUEST	43		getRemainingSeats	1562681537546	1562681537695	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Connection reset by peer: localhost/127.0.0.1:3000
ERROR	book: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537698
ERROR	confirm: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537698
ERROR	confirm: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537699
USER	Buying Tickets	153	END	1562681537570	1562681537699
USER	Buying Tickets	43	END	1562681537540	1562681537699
REQUEST	169		getRemainingSeats	1562681537574	1562681537699	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Connection reset by peer: localhost/127.0.0.1:3000
USER	Buying Tickets	257	END	1562681537584	1562681537700
ERROR	book: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537700
ERROR	confirm: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537701
REQUEST	91		getRemainingSeats	1562681537552	1562681537699	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Connection reset by peer: localhost/127.0.0.1:3000
REQUEST	201		getRemainingSeats	1562681537580	1562681537701	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Connection reset by peer: localhost/127.0.0.1:3000
USER	Buying Tickets	140	END	1562681537566	1562681537701
USER	Buying Tickets	169	END	1562681537573	1562681537701
USER	Buying Tickets	110	END	1562681537554	1562681537701
ERROR	book: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537702
ERROR	book: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537701
REQUEST	357		getRemainingSeats	1562681537595	1562681537702	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Connection reset by peer: localhost/127.0.0.1:3000
REQUEST	225		getRemainingSeats	1562681537585	1562681537701	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Connection reset by peer: localhost/127.0.0.1:3000
REQUEST	323		getRemainingSeats	1562681537592	1562681537701	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Connection reset by peer: localhost/127.0.0.1:3000
ERROR	confirm: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537703
ERROR	book: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537703
ERROR	book: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537703
ERROR	confirm: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537703
ERROR	book: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537703
ERROR	confirm: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537703
ERROR	confirm: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537703
USER	Buying Tickets	307	END	1562681537590	1562681537699
REQUEST	107		getRemainingSeats	1562681537554	1562681537703	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Connection reset by peer: localhost/127.0.0.1:3000
ERROR	confirm: Failed to build request: No attribute named 'bookingSeat' is defined 	1562681537703
REQUEST	156		getRemainingSeats	1562681537571	1562681537704	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Connection reset by peer: localhost/127.0.0.1:3000
REQUEST	339		getRemainingSeats	1562681537594	1562681537704	KO	i.n.c.AbstractChannel$AnnotatedSocketException: Connection reset by peer: localhost/127.0.0.1:3000
USER	Buying Tickets	341	END	1562681537593	1562681537702
USER	Buying Tickets	90	END	1562681537549	1562681537702
