RUN	BearStrengthSimulation	bearstrengthsimulation	1562681391198	 	3.1.2
USER	Buying Tickets	22	START	1562681392506	1562681392506
USER	Buying Tickets	19	START	1562681392500	1562681392500
USER	Buying Tickets	16	START	1562681392496	1562681392496
USER	Buying Tickets	5	START	1562681392494	1562681392494
USER	Buying Tickets	18	START	1562681392498	1562681392498
USER	Buying Tickets	8	START	1562681392494	1562681392494
USER	Buying Tickets	7	START	1562681392494	1562681392494
USER	Buying Tickets	4	START	1562681392494	1562681392494
USER	Buying Tickets	25	START	1562681392539	1562681392539
USER	Buying Tickets	27	START	1562681392540	1562681392540
USER	Buying Tickets	28	START	1562681392540	1562681392540
USER	Buying Tickets	26	START	1562681392539	1562681392539
USER	Buying Tickets	30	START	1562681392540	1562681392540
USER	Buying Tickets	31	START	1562681392540	1562681392540
USER	Buying Tickets	32	START	1562681392541	1562681392541
USER	Buying Tickets	6	START	1562681392494	1562681392494
USER	Buying Tickets	10	START	1562681392494	1562681392494
USER	Buying Tickets	37	START	1562681392541	1562681392541
USER	Buying Tickets	29	START	1562681392540	1562681392540
USER	Buying Tickets	38	START	1562681392542	1562681392542
USER	Buying Tickets	40	START	1562681392542	1562681392542
USER	Buying Tickets	39	START	1562681392542	1562681392542
USER	Buying Tickets	41	START	1562681392542	1562681392542
USER	Buying Tickets	42	START	1562681392542	1562681392542
USER	Buying Tickets	43	START	1562681392542	1562681392542
USER	Buying Tickets	44	START	1562681392543	1562681392543
USER	Buying Tickets	45	START	1562681392543	1562681392543
USER	Buying Tickets	47	START	1562681392543	1562681392543
USER	Buying Tickets	46	START	1562681392543	1562681392543
USER	Buying Tickets	48	START	1562681392543	1562681392543
USER	Buying Tickets	49	START	1562681392543	1562681392543
USER	Buying Tickets	50	START	1562681392543	1562681392543
USER	Buying Tickets	51	START	1562681392543	1562681392543
USER	Buying Tickets	52	START	1562681392544	1562681392544
USER	Buying Tickets	9	START	1562681392494	1562681392494
USER	Buying Tickets	53	START	1562681392544	1562681392544
USER	Buying Tickets	54	START	1562681392544	1562681392544
USER	Buying Tickets	55	START	1562681392544	1562681392544
USER	Buying Tickets	56	START	1562681392544	1562681392544
USER	Buying Tickets	57	START	1562681392544	1562681392544
USER	Buying Tickets	58	START	1562681392544	1562681392544
USER	Buying Tickets	59	START	1562681392545	1562681392545
USER	Buying Tickets	61	START	1562681392545	1562681392545
USER	Buying Tickets	60	START	1562681392545	1562681392545
USER	Buying Tickets	62	START	1562681392545	1562681392545
USER	Buying Tickets	63	START	1562681392545	1562681392545
USER	Buying Tickets	64	START	1562681392545	1562681392545
USER	Buying Tickets	65	START	1562681392545	1562681392545
USER	Buying Tickets	66	START	1562681392546	1562681392546
USER	Buying Tickets	67	START	1562681392546	1562681392546
USER	Buying Tickets	69	START	1562681392546	1562681392546
USER	Buying Tickets	68	START	1562681392546	1562681392546
USER	Buying Tickets	70	START	1562681392546	1562681392546
USER	Buying Tickets	71	START	1562681392546	1562681392546
USER	Buying Tickets	72	START	1562681392546	1562681392546
USER	Buying Tickets	73	START	1562681392546	1562681392546
USER	Buying Tickets	74	START	1562681392547	1562681392547
USER	Buying Tickets	75	START	1562681392547	1562681392547
USER	Buying Tickets	76	START	1562681392547	1562681392547
USER	Buying Tickets	33	START	1562681392541	1562681392541
USER	Buying Tickets	77	START	1562681392547	1562681392547
USER	Buying Tickets	78	START	1562681392547	1562681392547
USER	Buying Tickets	79	START	1562681392547	1562681392547
USER	Buying Tickets	81	START	1562681392547	1562681392547
USER	Buying Tickets	82	START	1562681392548	1562681392548
USER	Buying Tickets	84	START	1562681392548	1562681392548
USER	Buying Tickets	83	START	1562681392548	1562681392548
USER	Buying Tickets	85	START	1562681392548	1562681392548
USER	Buying Tickets	86	START	1562681392548	1562681392548
USER	Buying Tickets	87	START	1562681392548	1562681392548
USER	Buying Tickets	88	START	1562681392548	1562681392548
USER	Buying Tickets	89	START	1562681392548	1562681392548
USER	Buying Tickets	90	START	1562681392548	1562681392548
USER	Buying Tickets	91	START	1562681392549	1562681392549
USER	Buying Tickets	92	START	1562681392549	1562681392549
USER	Buying Tickets	93	START	1562681392549	1562681392549
USER	Buying Tickets	94	START	1562681392549	1562681392549
USER	Buying Tickets	96	START	1562681392549	1562681392549
USER	Buying Tickets	97	START	1562681392549	1562681392549
USER	Buying Tickets	99	START	1562681392550	1562681392550
USER	Buying Tickets	95	START	1562681392549	1562681392549
USER	Buying Tickets	101	START	1562681392550	1562681392550
USER	Buying Tickets	23	START	1562681392508	1562681392508
USER	Buying Tickets	104	START	1562681392550	1562681392550
USER	Buying Tickets	100	START	1562681392550	1562681392550
